time,iv_30,noise
2019-12-30,,448.9879999999997
2019-12-31,26.4594,355.7619999999997
2020-01-01,27.6473,147.40100000000007
2020-01-02,28.8352,472.1919999999995
2020-01-03,28.8904,417.7039999999996
2020-01-04,29.0466,148.65600000000006
2020-01-05,29.2028,195.01799999999983
2020-01-06,29.359,575.238999999999
2020-01-07,28.9497,467.9169999999995
2020-01-08,28.4104,503.2809999999991
2020-01-09,27.7316,457.8479999999998
2020-01-10,27.4318,418.4179999999998
2020-01-11,27.33213333333333,168.00200000000004
2020-01-12,27.232466666666667,152.78000000000003
2020-01-13,27.1328,376.852
2020-01-14,27.4463,492.74799999999937
2020-01-15,27.6097,424.9009999999998
2020-01-16,27.13295,415.3739999999996
2020-01-17,26.6562,450.8219999999996
2020-01-18,27.041275,206.76799999999992
2020-01-19,27.42635,170.25800000000012
2020-01-20,27.811425,185.535
2020-01-21,28.1965,451.1919999999996
2020-01-22,27.9757,508.0129999999991
2020-01-23,27.0243,410.6569999999997
2020-01-24,26.8781,445.7229999999996
2020-01-25,27.533133333333332,210.78599999999992
2020-01-26,28.188166666666667,193.047
2020-01-27,28.8432,507.6479999999995
2020-01-28,26.6586,417.4959999999997
2020-01-29,27.226,402.2879999999995
2020-01-30,26.6934,908.4989999999956
2020-01-31,25.2685,1155.5469999999932
2020-02-01,24.8229,329.576
2020-02-02,24.377299999999998,258.0420000000001
2020-02-03,23.9317,560.755999999999
2020-02-04,22.7728,593.9589999999992
2020-02-05,23.1198,523.7839999999992
2020-02-06,21.827,426.9589999999996
2020-02-07,23.833,525.0919999999994
2020-02-08,24.29123333333333,184.43499999999997
2020-02-09,24.749466666666667,194.38299999999995
2020-02-10,25.2077,647.365999999998
2020-02-11,26.9115,740.4509999999981
2020-02-12,24.8652,560.594999999999
2020-02-13,24.1382,601.9589999999984
2020-02-14,22.0532,466.7519999999992
2020-02-15,22.3144,190.63300000000012
2020-02-16,22.5756,174.076
2020-02-17,22.8368,257.28099999999995
2020-02-18,23.098,508.33499999999975
2020-02-19,22.0996,507.3249999999993
2020-02-20,22.5506,472.91799999999927
2020-02-21,25.0702,478.1139999999996
2020-02-22,26.890633333333334,153.6980000000001
2020-02-23,28.711066666666667,164.503
2020-02-24,30.5315,472.6959999999994
2020-02-25,33.4017,541.635999999999
2020-02-26,32.1796,481.4779999999992
2020-02-27,41.8025,634.4389999999984
2020-02-28,44.3697,598.9509999999985
2020-02-29,40.96843333333334,202.0
2020-03-01,37.567166666666665,155.33000000000007
2020-03-02,34.1659,406.6969999999998
2020-03-03,38.7959,517.541999999999
2020-03-04,32.4625,449.1489999999997
2020-03-05,40.1373,475.0959999999996
2020-03-06,40.4829,508.084999999999
2020-03-07,43.6846,149.354
2020-03-08,46.8863,144.00599999999994
2020-03-09,50.088,607.061999999998
2020-03-10,42.9014,455.29599999999937
2020-03-11,47.2606,507.7229999999992
2020-03-12,62.3372,559.3299999999982
2020-03-13,49.9429,511.20699999999937
2020-03-14,55.86966666666667,158.59600000000003
2020-03-15,61.79643333333334,253.91699999999983
2020-03-16,67.7232,475.3809999999992
2020-03-17,62.0254,592.2399999999989
2020-03-18,62.0002,592.713999999999
2020-03-19,56.9276,532.0659999999992
2020-03-20,54.6944,462.68799999999936
2020-03-21,53.63673333333333,208.943
2020-03-22,52.57906666666667,194.535
2020-03-23,51.5214,524.9889999999992
2020-03-24,48.8696,530.8279999999995
2020-03-25,52.9528,511.3339999999992
2020-03-26,48.7407,378.9939999999997
2020-03-27,50.6389,354.3229999999999
2020-03-28,49.07326666666667,141.09900000000002
2020-03-29,47.50763333333333,184.52100000000004
2020-03-30,45.942,415.14699999999993
2020-03-31,44.1339,394.97799999999984
2020-04-01,46.7215,462.7519999999997
2020-04-02,42.8052,450.4919999999996
2020-04-03,41.7691,383.62199999999984
2020-04-04,40.125366666666665,158.73800000000003
2020-04-05,38.481633333333335,155.06000000000006
2020-04-06,36.8379,404.865
2020-04-07,37.8044,417.7889999999996
2020-04-08,36.6346,438.9679999999995
2020-04-09,36.038,412.81399999999945
2020-04-10,37.665974999999996,169.9639999999999
2020-04-11,39.293949999999995,139.09900000000005
2020-04-12,40.921925,218.441
2020-04-13,42.5499,1027.4959999999955
2020-04-14,45.1349,1038.0539999999962
2020-04-15,47.1903,877.0589999999967
2020-04-16,54.2966,1217.5839999999926
2020-04-17,53.8399,833.109999999997
2020-04-18,53.3722,268.771
2020-04-19,52.9045,277.9149999999998
2020-04-20,52.4368,731.8819999999971
2020-04-21,54.341,639.7309999999982
2020-04-22,48.7427,500.5289999999998
2020-04-23,47.9395,685.0829999999976
2020-04-24,44.8566,555.2139999999989
2020-04-25,44.52973333333333,322.8269999999999
2020-04-26,44.202866666666665,351.82399999999967
2020-04-27,43.876,792.8939999999972
2020-04-28,43.8983,708.3569999999972
2020-04-29,43.9607,668.3669999999983
2020-04-30,44.1037,1320.9139999999904
2020-05-01,36.5284,1050.6269999999956
2020-05-02,35.9294,261.32299999999987
2020-05-03,35.3304,282.85199999999986
2020-05-04,34.7314,730.611999999999
2020-05-05,31.8141,556.2089999999992
2020-05-06,31.9707,525.9839999999995
2020-05-07,30.2176,543.3109999999988
2020-05-08,26.6886,510.3999999999992
2020-05-09,27.0472,218.08200000000005
2020-05-10,27.4058,218.671
2020-05-11,27.7644,696.798999999998
2020-05-12,29.0628,656.7749999999978
2020-05-13,30.9563,721.2929999999977
2020-05-14,29.1142,589.9279999999987
2020-05-15,27.5462,625.0859999999976
2020-05-16,27.230933333333333,196.17299999999983
2020-05-17,26.915666666666667,273.92999999999984
2020-05-18,26.6004,625.0429999999982
2020-05-19,28.2106,840.6009999999965
2020-05-20,28.837,754.8889999999961
2020-05-21,29.7501,694.0369999999974
2020-05-22,27.6432,524.8139999999989
2020-05-23,27.7077,296.2659999999996
2020-05-24,27.772199999999998,205.31399999999996
2020-05-25,27.8367,314.59899999999965
2020-05-26,27.9012,554.122999999999
2020-05-27,27.7848,744.7359999999969
2020-05-28,28.2804,628.9169999999982
2020-05-29,26.3034,482.6009999999995
2020-05-30,26.4356,180.521
2020-05-31,26.5678,179.5529999999999
2020-06-01,26.7,527.1769999999991
2020-06-02,25.936,600.090999999999
2020-06-03,25.0767,688.4399999999981
2020-06-04,26.037,836.152999999997
2020-06-05,24.0766,762.6519999999957
2020-06-06,24.930166666666665,222.4989999999997
2020-06-07,25.783733333333334,282.1489999999999
2020-06-08,26.6373,680.2009999999976
2020-06-09,29.896,1022.0209999999948
2020-06-10,29.4703,885.3559999999958
2020-06-11,37.4223,840.994999999996
2020-06-12,32.856,611.9719999999988
2020-06-13,32.8207,208.31599999999992
2020-06-14,32.7854,360.4199999999996
2020-06-15,32.7501,704.4529999999969
2020-06-16,30.7391,723.7219999999979
2020-06-17,31.2881,760.4829999999962
2020-06-18,30.8644,796.5089999999968
2020-06-19,31.0512,752.7299999999968
2020-06-20,31.990366666666667,289.5459999999998
2020-06-21,32.92953333333333,333.33599999999944
2020-06-22,33.8687,768.5689999999968
2020-06-23,34.5484,1030.5039999999954
2020-06-24,37.6112,817.5899999999965
2020-06-25,36.6856,712.5139999999976
2020-06-26,39.9664,942.6899999999956
2020-06-27,40.06143333333333,272.05899999999974
2020-06-28,40.15646666666667,354.4509999999995
2020-06-29,40.2515,701.9189999999969
2020-06-30,39.2404,765.371999999997
2020-07-01,39.7312,1102.9899999999946
2020-07-02,39.1253,1020.1729999999948
2020-07-03,40.289475,362.6029999999997
2020-07-04,41.453649999999996,242.60099999999989
2020-07-05,42.617824999999996,332.74599999999987
2020-07-06,43.782,1421.0209999999893
2020-07-07,45.8308,1230.537999999992
2020-07-08,46.3654,1157.8519999999933
2020-07-09,51.4452,1330.4399999999914
2020-07-10,52.3267,1184.3289999999931
2020-07-11,54.96776666666667,416.7879999999994
2020-07-12,57.60883333333333,491.3099999999997
2020-07-13,60.2499,1346.1419999999885
2020-07-14,63.0306,1039.9909999999936
2020-07-15,57.4307,943.946999999995
2020-07-16,56.8476,909.7649999999956
2020-07-17,52.5991,799.2389999999966
