time,iv_30,noise
2019-12-30,,327.37299999999993
2019-12-31,30.481,261.924
2020-01-01,31.122100000000003,105.97100000000005
2020-01-02,31.7632,323.9459999999998
2020-01-03,33.6155,311.1139999999999
2020-01-04,33.96013333333333,143.35200000000006
2020-01-05,34.304766666666666,186.62299999999985
2020-01-06,34.6494,409.3549999999993
2020-01-07,33.0744,368.1169999999997
2020-01-08,31.6356,349.88999999999976
2020-01-09,30.7586,397.6209999999999
2020-01-10,29.9613,360.4659999999997
2020-01-11,30.266066666666667,132.68600000000006
2020-01-12,30.570833333333333,132.2750000000001
2020-01-13,30.8756,339.1660000000001
2020-01-14,31.0773,310.0389999999997
2020-01-15,30.6764,299.1199999999997
2020-01-16,30.2232,270.95500000000004
2020-01-17,29.77,326.1700000000001
2020-01-18,30.0566,160.33400000000003
2020-01-19,30.3432,136.83500000000006
2020-01-20,30.6298,157.97900000000007
2020-01-21,30.9164,303.84800000000007
2020-01-22,30.2446,302.8789999999996
2020-01-23,30.4973,276.77
2020-01-24,36.7627,329.7399999999998
2020-01-25,35.778933333333335,196.064
2020-01-26,34.79516666666667,184.877
2020-01-27,33.8114,385.2830000000001
2020-01-28,30.8915,366.61099999999976
2020-01-29,30.2626,738.5009999999975
2020-01-30,25.2678,729.8439999999975
2020-01-31,28.0971,399.02699999999976
2020-02-01,27.279033333333334,215.26000000000005
2020-02-02,26.460966666666668,210.099
2020-02-03,25.6429,363.857
2020-02-04,26.8871,400.7859999999997
2020-02-05,24.9852,316.90599999999984
2020-02-06,24.5117,313.9899999999999
2020-02-07,24.9523,273.104
2020-02-08,25.049633333333333,116.82100000000004
2020-02-09,25.146966666666668,122.49500000000006
2020-02-10,25.2443,302.4960000000001
2020-02-11,27.3559,476.5929999999992
2020-02-12,24.136,343.445
2020-02-13,24.018,374.7959999999997
2020-02-14,22.9377,339.93999999999966
2020-02-15,23.113825,148.78700000000003
2020-02-16,23.289949999999997,141.59900000000002
2020-02-17,23.466075,188.94199999999992
2020-02-18,23.6422,365.9019999999999
2020-02-19,23.1585,389.96699999999936
2020-02-20,24.8822,349.361
2020-02-21,27.53,371.3499999999996
2020-02-22,29.0116,122.60300000000008
2020-02-23,30.493199999999998,138.018
2020-02-24,31.9748,375.4269999999996
2020-02-25,35.6931,352.0089999999997
2020-02-26,34.5222,368.40199999999993
2020-02-27,42.3254,466.2379999999994
2020-02-28,41.7461,404.0669999999994
2020-02-29,39.24726666666667,153.81700000000004
2020-03-01,36.74843333333333,121.87700000000008
2020-03-02,34.2496,308.3409999999999
2020-03-03,44.0495,381.45299999999975
2020-03-04,31.8836,311.855
2020-03-05,44.2412,357.37699999999955
2020-03-06,46.6061,409.40299999999945
2020-03-07,50.1078,149.235
2020-03-08,53.6095,126.36500000000004
2020-03-09,57.1112,411.9679999999998
2020-03-10,46.793,320.469
2020-03-11,53.6477,357.80299999999977
2020-03-12,72.382,410.6219999999996
2020-03-13,53.7013,341.2069999999996
2020-03-14,62.85013333333334,112.45700000000008
2020-03-15,71.99896666666667,183.843
2020-03-16,81.1478,344.1639999999998
2020-03-17,71.2671,369.8099999999993
2020-03-18,78.7452,382.922
2020-03-19,74.0575,318.54999999999995
2020-03-20,66.8533,273.7309999999999
2020-03-21,65.97053333333334,141.64600000000004
2020-03-22,65.08776666666667,153.24900000000002
2020-03-23,64.205,335.015
2020-03-24,54.6465,385.3909999999999
2020-03-25,65.364,435.9489999999996
2020-03-26,56.5018,328.2800000000002
2020-03-27,61.8104,241.63399999999996
2020-03-28,60.31623333333334,120.39100000000002
2020-03-29,58.822066666666665,168.83799999999997
2020-03-30,57.3279,302.273
2020-03-31,55.5849,320.32099999999974
2020-04-01,61.4877,295.473
2020-04-02,61.2395,276.31199999999984
2020-04-03,57.8961,258.994
2020-04-04,53.88106666666666,130.362
2020-04-05,49.866033333333334,138.247
2020-04-06,45.851,266.916
2020-04-07,47.3942,285.13799999999986
2020-04-08,44.3023,260.2200000000001
2020-04-09,43.9254,252.00100000000003
2020-04-10,44.099500000000006,106.92700000000004
2020-04-11,44.2736,88.499
2020-04-12,44.4477,124.375
2020-04-13,44.6218,259.5489999999999
2020-04-14,42.8478,305.2309999999999
2020-04-15,46.7831,263.742
2020-04-16,49.7562,346.55599999999976
2020-04-17,46.5895,314.456
2020-04-18,47.1629,127.20600000000002
2020-04-19,47.7363,151.33800000000002
2020-04-20,48.3097,323.47499999999985
2020-04-21,53.7451,332.641
2020-04-22,49.3777,562.3529999999994
2020-04-23,47.1332,377.1069999999998
2020-04-24,46.9811,715.2189999999974
2020-04-25,46.50106666666667,313.8089999999996
2020-04-26,46.02103333333333,302.3009999999998
2020-04-27,45.541,568.2449999999993
2020-04-28,44.6257,484.612
2020-04-29,42.029,1045.6019999999949
2020-04-30,32.2145,832.3919999999962
2020-05-01,35.6266,416.9069999999996
2020-05-02,35.41676666666667,153.75700000000003
2020-05-03,35.20693333333334,168.08199999999997
2020-05-04,34.9971,363.3909999999996
2020-05-05,33.3038,358.5880000000001
2020-05-06,33.7979,336.18399999999986
2020-05-07,31.3862,342.7209999999997
2020-05-08,28.9987,317.914
2020-05-09,29.067066666666665,138.216
2020-05-10,29.135433333333335,138.80599999999998
2020-05-11,29.2038,287.8179999999998
2020-05-12,30.5073,333.9429999999998
2020-05-13,35.1404,375.1319999999999
2020-05-14,34.5316,354.3259999999998
2020-05-15,31.653,431.0619999999996
2020-05-16,31.183799999999998,173.17599999999993
2020-05-17,30.7146,197.64399999999983
2020-05-18,30.2454,342.8490000000001
2020-05-19,31.6573,606.9159999999981
2020-05-20,35.0461,796.3609999999969
2020-05-21,35.1001,658.7019999999975
2020-05-22,34.3344,429.0419999999995
2020-05-23,34.269625000000005,204.86099999999973
2020-05-24,34.20485,159.23700000000005
2020-05-25,34.140074999999996,285.89199999999977
2020-05-26,34.0753,483.358999999999
2020-05-27,35.0242,641.4699999999974
2020-05-28,35.7109,860.0419999999959
2020-05-29,34.8141,463.2029999999994
2020-05-30,34.7805,188.964
2020-05-31,34.7469,167.98500000000004
2020-06-01,34.7133,455.4559999999992
2020-06-02,32.7752,533.8059999999995
2020-06-03,32.2845,579.1299999999989
2020-06-04,33.4519,402.8219999999994
2020-06-05,30.2198,448.96299999999934
2020-06-06,30.710766666666665,202.3369999999999
2020-06-07,31.201733333333333,256.3799999999999
2020-06-08,31.6927,417.7739999999992
2020-06-09,33.2951,677.7019999999976
2020-06-10,33.7492,527.6739999999993
2020-06-11,42.5323,504.8749999999996
2020-06-12,40.2801,416.0129999999998
2020-06-13,39.32946666666666,156.19400000000005
2020-06-14,38.37883333333333,294.2509999999998
2020-06-15,37.4282,547.2159999999986
2020-06-16,35.2849,503.0689999999992
2020-06-17,35.2412,528.7179999999988
2020-06-18,34.8215,498.4129999999992
2020-06-19,34.5843,540.2249999999996
2020-06-20,34.8487,249.34299999999988
2020-06-21,35.113099999999996,294.5119999999996
2020-06-22,35.3775,648.7869999999976
2020-06-23,35.6591,766.9059999999971
2020-06-24,38.8922,540.478999999999
2020-06-25,38.066,572.9589999999988
2020-06-26,46.6155,1162.2569999999926
2020-06-27,47.1552,430.7709999999996
2020-06-28,47.6949,514.718999999999
2020-06-29,48.2346,1171.1159999999925
2020-06-30,44.2142,772.671999999997
2020-07-01,43.1633,880.1459999999965
2020-07-02,44.2348,684.2809999999976
2020-07-03,44.527950000000004,303.00999999999993
2020-07-04,44.8211,177.12599999999998
2020-07-05,45.11425,220.72099999999995
2020-07-06,45.4074,628.235999999998
2020-07-07,46.8799,777.626999999997
2020-07-08,47.9358,730.3629999999978
2020-07-09,48.1866,603.9499999999982
2020-07-10,47.0286,652.6859999999984
2020-07-11,48.77656666666667,267.57699999999977
2020-07-12,50.52453333333333,360.4299999999996
2020-07-13,52.2725,770.5479999999967
2020-07-14,50.8624,618.7329999999977
2020-07-15,50.1601,557.0389999999989
2020-07-16,50.3411,560.8099999999988
2020-07-17,46.7115,536.3059999999991
2020-07-18,46.28713333333334,310.965
2020-07-19,45.862766666666666,342.112
2020-07-20,45.4384,723.0669999999974
2020-07-21,44.1428,760.2919999999967
2020-07-22,43.6322,700.5069999999969
2020-07-23,45.7394,901.3929999999964
2020-07-24,43.0489,830.2399999999969
2020-07-25,43.08283333333333,402.9849999999997
2020-07-26,43.11676666666667,314.635
2020-07-27,43.1507,700.8309999999977
2020-07-28,42.5094,589.0249999999992
2020-07-29,41.1193,1123.4969999999948
2020-07-30,41.906,2020.4799999999816
2020-07-31,31.9283,1780.0889999999847
2020-08-01,32.757666666666665,417.66899999999936
2020-08-02,33.58703333333334,306.50399999999973
2020-08-03,34.4164,809.5069999999968
2020-08-04,33.7105,581.5609999999983
2020-08-05,33.0688,539.0819999999993
2020-08-06,34.7242,997.1699999999948
2020-08-07,36.4452,1074.278999999994
2020-08-08,36.541466666666665,280.9649999999997
2020-08-09,36.63773333333334,294.5049999999997
2020-08-10,36.734,693.2369999999975
2020-08-11,38.403,788.6899999999966
2020-08-12,34.9825,752.5489999999969
2020-08-13,35.0677,616.0149999999987
2020-08-14,33.4577,566.3249999999989
2020-08-15,33.048033333333336,317.0919999999996
2020-08-16,32.63836666666667,297.0719999999998
2020-08-17,32.2287,608.1379999999989
2020-08-18,33.9446,869.8259999999963
2020-08-19,34.2488,962.797999999996
2020-08-20,33.1174,836.947999999996
2020-08-21,34.5216,827.8529999999957
2020-08-22,35.39763333333333,470.8439999999993
2020-08-23,36.27366666666667,497.70199999999903
2020-08-24,37.1497,742.0479999999974
2020-08-25,38.1164,998.9729999999952
2020-08-26,50.0288,1556.773999999987
2020-08-27,48.5312,925.434999999996
2020-08-28,46.8917,600.7879999999988
2020-08-29,46.489533333333334,331.58399999999983
2020-08-30,46.08736666666667,260.6559999999999
2020-08-31,45.6852,675.050999999998
2020-09-01,46.5372,642.7689999999978
2020-09-02,50.4538,640.8269999999978
2020-09-03,54.0503,834.2009999999968
2020-09-04,52.1562,692.1569999999981
2020-09-05,51.3044,248.875
2020-09-06,50.452600000000004,224.74399999999997
2020-09-07,49.6008,405.1249999999994
2020-09-08,48.749,708.2069999999986
2020-09-09,43.85,529.342999999999
2020-09-10,43.2193,524.6189999999993
2020-09-11,40.8256,555.427999999999
2020-09-12,40.78986666666667,261.1619999999998
2020-09-13,40.754133333333336,282.4269999999998
2020-09-14,40.7184,665.1809999999982
2020-09-15,40.7219,618.2419999999984
2020-09-16,41.816,760.9609999999973
2020-09-17,42.8569,738.0779999999972
2020-09-18,41.8399,812.7869999999974
2020-09-19,41.5414,435.8539999999994
2020-09-20,41.2429,426.7589999999995
2020-09-21,40.9444,933.6059999999972
2020-09-22,43.1535,889.3169999999961
2020-09-23,43.9515,894.2299999999951
2020-09-24,42.9597,737.1899999999977
2020-09-25,40.3515,616.0419999999988
2020-09-26,41.63033333333333,280.91700000000014
2020-09-27,42.90916666666667,199.7760000000001
2020-09-28,44.188,484.9999999999994
2020-09-29,44.4468,631.6879999999986
2020-09-30,43.9925,681.931999999998
2020-10-01,45.6103,680.0169999999982
2020-10-02,46.3553,654.530999999998
2020-10-03,47.2568,258.88200000000006
2020-10-04,48.158300000000004,260.00800000000004
2020-10-05,49.0598,659.1099999999986
2020-10-06,49.596,788.6719999999974
2020-10-07,49.8484,778.193999999998
2020-10-08,47.7985,582.8399999999997
2020-10-09,46.4515,632.1649999999989
2020-10-10,46.5768,390.6869999999996
2020-10-11,46.7021,419.6249999999996
2020-10-12,46.8274,984.8609999999962
2020-10-13,47.1867,752.5269999999982
2020-10-14,47.5009,670.7059999999982
2020-10-15,49.0049,800.3999999999975
2020-10-16,48.5687,696.7349999999984
2020-10-17,49.1023,385.60899999999975
2020-10-18,49.6359,326.3489999999999
2020-10-19,50.1695,678.0799999999975
2020-10-20,48.9307,931.9739999999966
2020-10-21,47.9071,1222.293999999994
2020-10-22,47.7006,907.7649999999968
2020-10-23,49.2706,1029.9589999999962
2020-10-24,49.9046,386.8809999999995
2020-10-25,50.5386,383.4779999999996
2020-10-26,51.1726,806.2289999999979
2020-10-27,49.6519,657.6379999999986
2020-10-28,54.539,908.0989999999948
2020-10-29,50.7811,1722.6189999999838
2020-10-30,46.4525,1184.3579999999931
2020-10-31,46.19976666666667,283.2269999999998
2020-11-01,45.94703333333333,315.2859999999998
2020-11-02,45.6943,689.1149999999984
2020-11-03,44.4575,562.5539999999988
2020-11-04,38.9724,745.5429999999977
2020-11-05,36.3938,612.0049999999978
2020-11-06,34.1206,497.8669999999996
2020-11-07,35.13126666666667,238.24
2020-11-08,36.141933333333334,232.84999999999997
2020-11-09,37.1526,521.2299999999996
2020-11-10,38.7334,525.8839999999991
2020-11-11,35.7065,546.0889999999993
2020-11-12,36.8094,472.7849999999998
