time,iv_30,noise
2019-12-30,,245.9030000000001
2019-12-31,45.028,199.77700000000007
2020-01-01,44.802949999999996,76.30000000000004
2020-01-02,44.5779,255.584
2020-01-03,43.1836,212.57300000000004
2020-01-04,43.661699999999996,96.06300000000005
2020-01-05,44.1398,112.39200000000008
2020-01-06,44.6179,369.34699999999975
2020-01-07,43.3999,293.5239999999998
2020-01-08,44.3528,340.6359999999996
2020-01-09,43.5959,319.90199999999976
2020-01-10,43.1433,222.1930000000001
2020-01-11,43.40636666666667,101.404
2020-01-12,43.66943333333333,99.44500000000008
2020-01-13,43.9325,276.76800000000003
2020-01-14,43.8215,330.2659999999999
2020-01-15,43.1198,243.1560000000001
2020-01-16,42.07985,264.81199999999995
2020-01-17,41.0399,272.02300000000014
2020-01-18,42.40235,155.52200000000002
2020-01-19,43.7648,149.6710000000001
2020-01-20,45.127250000000004,215.3269999999999
2020-01-21,46.4897,640.0729999999986
2020-01-22,30.5467,668.3159999999981
2020-01-23,31.415,573.6699999999985
2020-01-24,32.0969,441.3139999999995
2020-01-25,32.43196666666667,161.39000000000016
2020-01-26,32.76703333333333,128.43500000000006
2020-01-27,33.1021,322.82299999999987
2020-01-28,30.9381,310.87999999999994
2020-01-29,31.1475,298.1599999999998
2020-01-30,30.4497,259.2880000000001
2020-01-31,31.9645,256.89799999999985
2020-02-01,32.25196666666667,127.275
2020-02-02,32.539433333333335,146.73800000000006
2020-02-03,32.8269,312.82700000000006
2020-02-04,34.0972,407.93799999999976
2020-02-05,32.8665,399.0399999999992
2020-02-06,30.9875,273.4869999999999
2020-02-07,31.9503,266.511
2020-02-08,32.38916666666667,89.834
2020-02-09,32.82803333333333,99.73300000000006
2020-02-10,33.2669,329.587
2020-02-11,32.0913,328.1629999999999
2020-02-12,30.1634,285.7909999999998
2020-02-13,30.5401,296.146
2020-02-14,28.8601,222.07700000000008
2020-02-15,29.35495,87.51499999999999
2020-02-16,29.849800000000002,79.27
2020-02-17,30.34465,123.49700000000006
2020-02-18,30.8395,328.7899999999999
2020-02-19,29.8498,318.0019999999997
2020-02-20,29.9149,284.0209999999999
2020-02-21,32.8579,266.08199999999994
2020-02-22,34.27206666666667,79.80299999999998
2020-02-23,35.686233333333334,80.49600000000001
2020-02-24,37.1004,313.9809999999999
2020-02-25,39.7478,315.14500000000004
2020-02-26,39.5529,330.65399999999977
2020-02-27,48.7167,480.8599999999993
2020-02-28,54.9001,296.216
2020-02-29,51.851933333333335,134.81300000000002
2020-03-01,48.80376666666667,97.99800000000002
2020-03-02,45.7556,199.16399999999996
2020-03-03,49.2403,294.51299999999986
2020-03-04,43.2905,244.867
2020-03-05,52.2887,338.2409999999999
2020-03-06,55.4399,334.3509999999997
2020-03-07,59.021033333333335,107.56099999999998
2020-03-08,62.60216666666667,98.491
2020-03-09,66.1833,342.33299999999963
2020-03-10,59.3824,327.8870000000001
2020-03-11,64.9509,317.7389999999999
2020-03-12,80.3582,374.3550000000001
2020-03-13,68.098,289.38800000000003
2020-03-14,78.06386666666667,94.30300000000004
2020-03-15,88.02973333333333,141.91700000000006
2020-03-16,97.9956,339.7339999999997
2020-03-17,85.5712,339.7769999999997
2020-03-18,94.9887,346.3209999999999
2020-03-19,78.5453,279.7599999999999
2020-03-20,69.7966,227.794
2020-03-21,69.11416666666666,88.98400000000002
2020-03-22,68.43173333333334,106.57299999999998
2020-03-23,67.7493,415.1799999999997
2020-03-24,63.0127,358.9489999999999
2020-03-25,70.4468,275.29999999999995
2020-03-26,63.8219,231.73999999999992
2020-03-27,69.0198,174.90899999999996
2020-03-28,66.90326666666667,85.521
2020-03-29,64.78673333333333,117.05100000000006
2020-03-30,62.6702,265.81099999999986
2020-03-31,57.5481,282.43999999999994
2020-04-01,67.2446,256.17
2020-04-02,61.8922,254.63499999999985
2020-04-03,60.4731,198.326
