time,noise
2019-12-30,501.5419999999993
2019-12-31,450.9629999999993
2020-01-01,200.35499999999993
2020-01-10,652.5179999999982
2020-01-11,210.0009999999999
2020-01-12,228.40099999999998
2020-01-13,660.4519999999983
2020-01-14,723.8329999999974
2020-01-15,612.223999999998
2020-01-16,577.4159999999988
2020-01-17,650.8309999999983
2020-01-18,255.92599999999985
2020-01-19,206.64100000000002
2020-01-02,701.3239999999978
2020-01-20,263.47999999999985
2020-01-21,556.5029999999991
2020-01-22,597.9939999999982
2020-01-23,602.1119999999986
2020-01-24,672.483999999998
2020-01-25,257.4289999999999
2020-01-26,250.323
2020-01-27,712.6269999999976
2020-01-28,1080.4679999999946
2020-01-29,1126.1439999999932
2020-01-03,645.2739999999976
2020-01-30,728.7129999999977
2020-01-31,650.2029999999985
2020-01-04,184.1210000000001
2020-01-05,239.32799999999992
2020-01-06,651.9939999999983
2020-01-07,517.5119999999993
2020-01-08,648.8629999999979
2020-01-09,757.8829999999972
2020-10-01,1205.300999999993
2020-10-10,726.8529999999982
2020-10-11,724.3709999999977
2020-10-12,2348.7959999999975
2020-10-13,2385.5469999999946
2020-10-14,1661.7009999999905
2020-10-15,1458.0839999999923
2020-10-16,1260.8069999999925
2020-10-17,575.4799999999992
2020-10-18,540.6649999999995
2020-10-19,1340.1329999999937
2020-10-02,1248.3439999999928
2020-10-20,1410.696999999991
2020-10-21,1342.024999999993
2020-10-22,1377.3509999999926
2020-10-23,1416.0619999999922
2020-10-24,557.0809999999987
2020-10-25,580.8269999999987
2020-10-26,1375.9589999999926
2020-10-27,1113.824999999994
2020-10-28,1232.9229999999918
2020-10-29,2042.698999999982
2020-10-03,427.11699999999945
2020-10-30,1680.284999999987
2020-10-31,429.7359999999995
2020-10-04,475.3799999999993
2020-10-05,1400.7939999999924
2020-10-06,1594.6199999999892
2020-10-07,1455.3429999999917
2020-10-08,1220.854999999993
2020-10-09,1477.2269999999883
2020-11-01,438.14300000000003
2020-11-10,1092.7929999999942
2020-11-11,1131.1579999999942
2020-11-12,1073.0189999999948
2020-11-13,899.4999999999956
2020-11-14,279.5979999999999
2020-11-15,347.4589999999998
2020-11-16,927.2569999999969
2020-11-17,882.3149999999966
2020-11-18,915.3849999999952
2020-11-19,823.6529999999972
2020-11-02,1331.595999999992
2020-11-20,779.130999999997
2020-11-21,333.4579999999999
2020-11-22,275.8690000000001
2020-11-23,929.231999999996
2020-11-24,1024.1769999999951
2020-11-25,911.9429999999968
2020-11-26,297.83600000000007
2020-11-27,591.080999999999
2020-11-28,333.60200000000043
2020-11-29,387.9779999999997
2020-11-03,1034.9719999999938
2020-11-30,1218.5049999999906
2020-11-04,1073.2639999999944
2020-11-05,1040.3999999999935
2020-11-06,832.9489999999962
2020-11-07,333.8349999999998
2020-11-08,364.1419999999997
2020-11-09,1029.0749999999948
2020-12-01,1405.577999999989
2020-12-10,996.7489999999947
2020-12-11,933.8019999999955
2020-12-12,380.51499999999936
2020-12-13,405.82799999999975
2020-12-14,862.8169999999958
2020-12-15,1399.3329999999883
2020-12-16,1116.0059999999924
2020-12-17,1071.2339999999945
2020-12-18,979.4919999999951
2020-12-19,442.4679999999994
2020-12-02,1064.227999999993
2020-12-20,487.0499999999993
2020-12-21,1631.788999999985
2020-12-22,2573.7840000000065
2020-12-23,1626.4739999999854
2020-12-24,729.8419999999969
2020-12-25,271.351
2020-12-26,309.5799999999999
2020-12-27,408.5229999999998
2020-12-28,1217.4939999999913
2020-12-29,1107.355999999994
2020-12-03,948.0529999999961
2020-12-30,989.3099999999963
2020-12-31,919.1629999999958
2020-12-04,970.5779999999961
2020-12-05,394.02099999999984
2020-12-06,425.41499999999934
