time,noise
2019-12-30,188.46500000000012
2019-12-31,106.49000000000005
2020-01-01,58.916000000000004
2020-01-10,174.17200000000005
2020-01-11,37.807
2020-01-12,26.278000000000002
2020-01-13,164.81100000000004
2020-01-14,194.197
2020-01-15,137.97500000000005
2020-01-16,189.79100000000003
2020-01-17,248.91900000000007
2020-01-18,51.627
2020-01-19,55.657
2020-01-02,159.51899999999998
2020-01-20,69.895
2020-01-21,182.11600000000004
2020-01-22,183.319
2020-01-23,165.664
2020-01-24,162.87000000000003
2020-01-25,45.214
2020-01-26,42.84100000000001
2020-01-27,196.72099999999995
2020-01-28,156.316
2020-01-29,176.50899999999993
2020-01-03,182.05700000000002
2020-01-30,142.41000000000003
2020-01-31,167.12500000000006
2020-01-04,26.282000000000004
2020-01-05,51.51
2020-01-06,226.53299999999996
2020-01-07,241.398
2020-01-08,200.76
2020-01-09,199.327
2020-10-01,262.495
2020-10-10,118.56500000000003
2020-10-11,149.09999999999997
2020-10-12,384.43799999999953
2020-10-13,366.96599999999955
2020-10-14,300.27099999999996
2020-10-15,273.55899999999986
2020-10-16,291.36099999999993
2020-10-17,99.90100000000001
2020-10-18,124.26500000000004
2020-10-19,242.62200000000004
2020-10-02,244.75600000000003
2020-10-20,432.3060000000001
2020-10-21,413.8879999999991
2020-10-22,310.315
2020-10-23,349.10699999999963
2020-10-24,140.10100000000003
2020-10-25,121.34500000000006
2020-10-26,300.255
2020-10-27,264.27799999999996
2020-10-28,335.7529999999998
2020-10-29,650.7119999999983
2020-10-03,82.795
2020-10-30,505.3249999999994
2020-10-31,89.38400000000001
2020-10-04,78.57599999999998
2020-10-05,269.54099999999994
2020-10-06,391.21599999999955
2020-10-07,369.2349999999996
2020-10-08,302.55300000000005
2020-10-09,282.7490000000001
2020-11-01,85.18100000000003
2020-11-10,203.95399999999998
2020-11-11,296.848
2020-11-12,247.88999999999996
2020-11-13,240.62199999999999
2020-11-14,67.023
2020-11-15,97.96100000000001
2020-11-16,247.76500000000007
2020-11-17,218.33800000000008
2020-11-18,257.996
2020-11-19,242.77699999999996
2020-11-02,263.02499999999986
2020-11-20,267.285
2020-11-21,90.82399999999998
2020-11-22,57.781999999999975
2020-11-23,214.39200000000008
2020-11-24,209.54099999999997
2020-11-25,227.10599999999997
2020-11-26,55.572
2020-11-27,183.90800000000002
2020-11-28,82.80599999999998
2020-11-29,69.51599999999998
2020-11-03,187.10399999999996
2020-11-30,224.63800000000006
2020-11-04,261.138
2020-11-05,255.89100000000005
2020-11-06,218.8470000000001
2020-11-07,67.46600000000002
2020-11-08,65.83299999999998
2020-11-09,210.935
2020-12-01,256.51500000000004
2020-12-10,244.09199999999998
2020-12-11,230.8279999999999
2020-12-12,104.35000000000004
2020-12-13,76.84400000000001
2020-12-14,315.6409999999999
2020-12-15,251.84000000000006
2020-12-16,258.2570000000001
2020-12-17,306.50299999999976
2020-12-18,249.53100000000006
2020-12-19,88.12100000000004
2020-12-02,264.9480000000001
2020-12-20,74.99199999999999
2020-12-21,248.09300000000007
2020-12-22,258.37
2020-12-23,238.76000000000002
2020-12-24,148.29100000000003
2020-12-25,46.849
2020-12-26,76.26400000000001
2020-12-27,71.28000000000003
2020-12-28,226.66300000000004
2020-12-29,206.2909999999999
2020-12-03,240.64299999999992
2020-12-30,216.21300000000002
2020-12-31,181.50900000000001
2020-12-04,201.602
2020-12-05,81.67499999999998
2020-12-06,67.044
2020-12-07,205.17300000000003
2020-12-08,252.34000000000006
2020-12-09,274.77699999999993
2020-02-01,82.73800000000001
2020-02-10,214.80900000000005
2020-02-11,277.2459999999999
2020-02-12,227.72100000000006
2020-02-13,217.55200000000005
2020-02-14,173.58200000000002
2020-02-15,45.791
2020-02-16,55.851
2020-02-17,84.29900000000002
2020-02-18,180.30200000000008
2020-02-19,237.20900000000003
2020-02-02,67.937
2020-02-20,236.05800000000013
2020-02-21,244.93999999999997
2020-02-22,49.823
2020-02-23,40.386
2020-02-24,219.80999999999997
2020-02-25,203.65600000000003
2020-02-26,173.55200000000005
2020-02-27,180.44300000000007
2020-02-28,170.34600000000006
2020-02-29,61.49000000000001
2020-02-03,358.0859999999996
2020-02-04,400.93799999999953
2020-02-05,221.06200000000013
2020-02-06,211.3739999999999
2020-02-07,169.86499999999992
2020-02-08,33.623000000000005
2020-02-09,56.624
2020-03-01,57.834
2020-03-10,203.66699999999997
2020-03-11,230.76200000000009
2020-03-12,241.834
2020-03-13,248.86999999999998
2020-03-14,66.015
2020-03-15,105.90300000000005
2020-03-16,245.5250000000001
2020-03-17,257.7470000000001
2020-03-18,198.91199999999998
2020-03-19,147.91999999999996
2020-03-02,164.514
2020-03-20,147.31300000000005
2020-03-21,59.78400000000002
2020-03-22,75.46299999999995
2020-03-23,163.81900000000007
2020-03-24,173.79199999999997
2020-03-25,176.76600000000002
2020-03-26,162.16500000000002
2020-03-27,150.26
2020-03-28,46.510000000000005
2020-03-29,77.30799999999998
2020-03-03,173.14600000000007
2020-03-30,144.55700000000002
2020-03-31,143.23700000000002
2020-03-04,119.75200000000002
2020-03-05,192.659
2020-03-06,221.79399999999998
2020-03-07,55.972
2020-03-08,52.867999999999995
2020-03-09,245.45500000000004
2020-04-01,150.92099999999996
2020-04-10,135.29200000000003
2020-04-11,60.008
2020-04-12,76.23599999999998
2020-04-13,195.61399999999995
2020-04-14,200.04100000000008
2020-04-15,201.47500000000002
2020-04-16,249.40200000000007
2020-04-17,183.95600000000002
2020-04-18,69.602
2020-04-19,68.775
2020-04-02,122.12900000000005
2020-04-20,173.02900000000008
2020-04-21,192.375
2020-04-22,141.345
2020-04-23,169.89100000000008
2020-04-24,193.91700000000006
2020-04-25,80.33500000000001
2020-04-26,86.47799999999998
2020-04-27,213.59300000000002
2020-04-28,440.67299999999955
2020-04-29,410.2619999999997
2020-04-03,135.82400000000004
2020-04-30,213.20500000000004
2020-04-04,71.324
2020-04-05,66.043
2020-04-06,177.02100000000007
2020-04-07,171.81300000000007
2020-04-08,200.22600000000008
2020-04-09,200.68999999999997
2020-05-01,149.32100000000003
2020-05-10,65.10700000000001
2020-05-11,184.21300000000005
2020-05-12,221.92699999999996
2020-05-13,211.53199999999998
2020-05-14,213.661
2020-05-15,277.07500000000005
2020-05-16,64.846
2020-05-17,72.04000000000002
2020-05-18,192.81299999999987
2020-05-19,201.52999999999992
2020-05-02,39.389
2020-05-20,213.01799999999994
2020-05-21,192.04299999999986
2020-05-22,133.51400000000004
2020-05-23,60.38600000000002
2020-05-24,42.66599999999999
2020-05-25,68.032
2020-05-26,145.90400000000002
2020-05-27,175.99600000000007
2020-05-28,226.91699999999992
2020-05-29,165.154
2020-05-03,51.32300000000001
2020-05-30,52.12900000000001
2020-05-31,58.98900000000002
2020-05-04,167.73699999999997
2020-05-05,172.00799999999998
2020-05-06,202.3909999999999
2020-05-07,239.62900000000005
2020-05-08,190.3580000000001
2020-05-09,56.629999999999995
2020-06-01,189.14399999999975
2020-06-10,220.54099999999997
2020-06-11,248.63799999999995
2020-06-12,175.26499999999987
2020-06-13,54.44500000000002
2020-06-14,138.82600000000002
2020-06-15,316.00399999999945
2020-06-16,301.1979999999998
2020-06-17,312.1329999999996
2020-06-18,322.0539999999995
2020-06-19,280.1379999999999
2020-06-02,135.13400000000007
2020-06-20,129.606
2020-06-21,124.1580000000001
2020-06-22,274.28299999999984
2020-06-23,307.18999999999966
2020-06-24,290.86099999999976
2020-06-25,240.17899999999995
2020-06-26,265.52699999999993
2020-06-27,149.928
2020-06-28,187.51799999999997
2020-06-29,278.8999999999997
2020-06-03,193.1749999999999
2020-06-30,272.6389999999999
2020-06-04,194.70599999999996
2020-06-05,161.35400000000004
2020-06-06,57.473
2020-06-07,46.12200000000001
2020-06-08,225.50799999999998
2020-06-09,200.48199999999986
2020-07-01,306.02399999999994
2020-07-10,346.05899999999997
2020-07-11,157.883
2020-07-12,175.69599999999997
2020-07-13,387.4449999999993
2020-07-14,377.85699999999935
2020-07-15,334.198
2020-07-16,289.3659999999999
2020-07-17,257.54500000000013
2020-07-18,178.40599999999998
2020-07-19,187.32399999999996
2020-07-02,250.91800000000003
2020-07-20,355.02499999999964
2020-07-21,361.9229999999997
2020-07-22,334.7459999999997
2020-07-23,297.635
2020-07-24,332.3579999999997
2020-07-25,220.10299999999987
2020-07-26,143.441
2020-07-27,306.21699999999987
2020-07-28,272.63300000000004
2020-07-29,511.64099999999934
2020-07-03,150.299
2020-07-30,786.7489999999977
2020-07-31,594.1109999999991
2020-07-04,76.86800000000004
2020-07-05,82.23999999999998
2020-07-06,302.9539999999999
2020-07-07,315.9149999999998
2020-07-08,296.6169999999998
2020-07-09,328.0189999999996
2020-08-01,153.55100000000002
2020-08-10,328.41199999999964
2020-08-11,292.53899999999965
2020-08-12,391.88799999999947
2020-08-13,327.6709999999995
2020-08-14,343.37699999999995
2020-08-15,143.56400000000005
2020-08-16,102.78600000000006
2020-08-17,318.8359999999998
2020-08-18,344.2879999999999
2020-08-19,377.04999999999956
2020-08-02,108.90500000000004
2020-08-20,327.06199999999967
2020-08-21,319.6149999999999
2020-08-22,107.95100000000006
2020-08-23,143.74500000000006
2020-08-24,311.57599999999974
2020-08-25,322.9019999999998
2020-08-26,459.6389999999994
2020-08-27,422.2199999999995
2020-08-28,262.7199999999998
2020-08-29,131.80800000000002
2020-08-03,467.96899999999926
2020-08-30,96.02400000000007
2020-08-31,320.80699999999985
2020-08-04,316.2149999999996
2020-08-05,245.9309999999999
2020-08-06,269.97999999999996
2020-08-07,248.30999999999983
2020-08-08,49.821
2020-08-09,77.83600000000001
2020-09-01,244.19699999999995
2020-09-10,302.8939999999997
2020-09-11,267.6309999999998
2020-09-12,149.64099999999996
2020-09-13,112.40000000000008
2020-09-14,354.2029999999996
2020-09-15,359.4939999999999
2020-09-16,347.9829999999997
2020-09-17,343.61999999999983
2020-09-18,366.6889999999993
2020-09-19,179.36799999999997
2020-09-02,231.01999999999998
2020-09-20,155.95399999999998
2020-09-21,398.84499999999946
2020-09-22,337.61599999999964
2020-09-23,335.9429999999997
2020-09-24,320.87999999999994
2020-09-25,261.69999999999993
2020-09-26,84.818
2020-09-27,58.417
2020-09-28,252.97800000000004
2020-09-29,273.80700000000013
2020-09-03,350.37099999999964
2020-09-30,350.4399999999999
2020-09-04,291.217
2020-09-05,130.05800000000002
2020-09-06,116.35600000000007
2020-09-07,171.08200000000008
2020-09-08,306.8729999999998
2020-09-09,321.2239999999997
2021-01-01,87.57499999999997
